dev_id,coll_dt,b_soc,b_pack_current,b_pack_volt,b_accum_charg_power_quan,b_slow_charg_con_sts,b_fast_charg_con_sts,a_extern_temp_sensor,c_mileage,b_modul_1_temp,b_modul_2_temp,b_modul_3_temp,b_modul_4_temp,car_type,weather_station_ID,temperature,wind_speed,humidity,rainfall,snowfall,traffic_volume,air_co,air_no2,air_o3,air_pm10,air_pm25,air_so2
M2210703914,2022-01-10 12:08:46.000,67.5,-140.6,722.0,2199.1,False,True,4.0,,18.0,19.0,19.0,19.0,IONIQ5,108,3.7,1.1,60,,,,,,,,,
M2210703914,2022-01-10 12:08:56.000,68.0,-140.5,722.7,2199.3,False,True,4.0,,18.0,19.0,19.0,19.0,IONIQ5,108,3.7,1.1,60,,,,,,,,,
M2210703914,2022-01-10 12:09:06.000,68.0,-140.5,723.0,2199.5,False,True,4.0,,18.0,19.0,19.0,19.0,IONIQ5,108,3.7,1.1,60,,,,,,,,,
M2210703914,2022-01-10 12:09:16.000,68.5,-115.9,723.2,2199.7,False,True,4.0,,18.0,20.0,19.0,19.0,IONIQ5,108,3.7,1.1,60,,,,,,,,,
M2210703914,2022-01-10 12:09:26.000,68.5,-115.8,723.7,2199.9,False,True,4.0,,18.0,20.0,19.0,19.0,IONIQ5,108,3.7,1.1,60,,,,,,,,,
M2210703914,2022-01-10 12:09:36.000,69.0,-140.5,724.2,2200.1,False,True,4.0,,18.0,20.0,19.0,20.0,IONIQ5,108,3.7,1.1,60,,,,,,,,,
M2210703914,2022-01-10 12:09:46.000,69.0,-140.4,724.7,2200.3,False,True,4.0,,19.0,20.0,19.0,20.0,IONIQ5,108,3.7,1.1,60,,,,,,,,,
M2210703914,2022-01-10 12:09:56.000,69.5,-140.5,725.2,2200.5,False,True,4.0,,19.0,20.0,20.0,20.0,IONIQ5,108,3.7,1.1,60,,,,,,,,,
M2210703914,2022-01-10 12:10:06.000,69.5,-140.5,725.6,2200.8,False,True,4.0,,19.0,20.0,20.0,20.0,IONIQ5,108,3.7,1.1,60,,,,,,,,,
M2210703914,2022-01-10 12:10:16.000,70.0,-115.7,726.1,2201.0,False,True,4.0,,19.0,21.0,20.0,20.0,IONIQ5,108,3.7,1.1,60,,,,,,,,,
M2210703914,2022-01-10 12:10:26.000,70.0,-140.3,726.3,2201.2,False,True,4.0,,19.0,21.0,20.0,20.0,IONIQ5,108,3.7,1.1,60,,,,,,,,,
M2210703914,2022-01-10 12:10:36.000,70.5,-140.2,726.7,2201.5,False,True,4.0,,19.0,21.0,20.0,20.0,IONIQ5,108,3.7,1.1,60,,,,,,,,,
M2210703914,2022-01-10 12:10:46.000,71.0,-115.8,727.1,2201.7,False,True,4.0,,19.0,21.0,20.0,21.0,IONIQ5,108,3.7,1.1,60,,,,,,,,,
M2210703914,2022-01-10 12:10:56.000,71.0,-140.4,727.3,2201.9,False,True,4.0,,20.0,21.0,21.0,21.0,IONIQ5,108,3.7,1.1,60,,,,,,,,,
M2210703914,2022-01-10 12:11:06.000,71.5,-140.4,727.8,2202.2,False,True,4.0,,20.0,21.0,21.0,21.0,IONIQ5,108,3.7,1.1,60,,,,,,,,,
M2210703914,2022-01-10 12:11:16.000,71.5,-140.4,728.2,2202.4,False,True,4.0,,20.0,21.0,21.0,21.0,IONIQ5,108,3.7,1.1,60,,,,,,,,,
M2210703914,2022-01-10 12:11:26.000,72.0,-116.1,728.8,2202.6,False,True,4.0,,20.0,22.0,21.0,21.0,IONIQ5,108,3.7,1.1,60,,,,,,,,,
M2210703914,2022-01-10 12:11:36.000,72.0,-140.4,729.1,2202.9,False,True,4.0,,20.0,22.0,21.0,21.0,IONIQ5,108,3.7,1.1,60,,,,,,,,,
M2210703914,2022-01-10 12:11:46.000,72.5,-140.4,729.6,2203.1,False,True,4.0,,20.0,22.0,21.0,21.0,IONIQ5,108,3.7,1.1,60,,,,,,,,,
M2210703914,2022-01-10 12:11:57.000,73.0,-166.8,735.0,2203.4,False,True,4.0,,20.0,22.0,22.0,22.0,IONIQ5,108,3.7,1.1,60,,,,,,,,,
M2210703914,2022-01-10 12:12:06.000,73.0,-168.6,737.4,2203.7,False,True,4.0,,21.0,22.0,22.0,22.0,IONIQ5,108,3.7,1.1,60,,,,,,,,,
M2210703914,2022-01-10 12:12:16.000,73.5,-168.7,738.9,2204.0,False,True,4.0,,21.0,22.0,22.0,22.0,IONIQ5,108,3.7,1.1,60,,,,,,,,,
M2210703914,2022-01-10 12:12:26.000,74.0,-168.6,740.2,2204.4,False,True,4.0,,21.0,23.0,22.0,22.0,IONIQ5,108,3.7,1.1,60,,,,,,,,,
M2210703914,2022-01-10 12:12:36.000,74.5,-168.7,741.5,2204.7,False,True,4.0,,21.0,23.0,22.0,22.0,IONIQ5,108,3.7,1.1,60,,,,,,,,,
M2210703914,2022-01-10 12:12:46.000,75.0,-168.6,742.7,2205.1,False,True,4.0,,21.0,23.0,22.0,23.0,IONIQ5,108,3.7,1.1,60,,,,,,,,,
M2210703914,2022-01-10 12:12:57.000,75.0,-167.5,743.6,2205.4,False,True,4.0,,21.0,23.0,23.0,23.0,IONIQ5,108,3.7,1.1,60,,,,,,,,,
M2210703914,2022-01-10 12:13:07.000,75.5,-185.1,743.6,2205.7,False,True,4.0,,22.0,23.0,23.0,23.0,IONIQ5,108,3.7,1.1,60,,,,,,,,,
M2210703914,2022-01-10 12:13:17.000,76.0,-149.5,743.3,2206.0,False,True,4.0,,22.0,23.0,23.0,23.0,IONIQ5,108,3.7,1.1,60,,,,,,,,,
M2210703914,2022-01-10 12:13:27.000,76.5,-144.3,743.2,2206.3,False,True,4.0,,22.0,24.0,23.0,23.0,IONIQ5,108,3.7,1.1,60,,,,,,,,,
M2210703914,2022-01-10 12:13:37.000,76.5,-164.9,743.2,2206.6,False,True,4.0,,22.0,24.0,23.0,23.0,IONIQ5,108,3.7,1.1,60,,,,,,,,,
M2210703914,2022-01-10 12:13:47.000,77.0,-161.0,743.3,2206.9,False,True,4.0,,22.0,24.0,24.0,24.0,IONIQ5,108,3.7,1.1,60,,,,,,,,,
M2210703914,2022-01-10 12:13:57.000,77.0,-155.1,743.3,2207.1,False,True,4.0,,23.0,24.0,24.0,24.0,IONIQ5,108,3.7,1.1,60,,,,,,,,,
M2210703914,2022-01-10 12:14:07.000,77.5,-126.8,743.4,2207.4,False,True,4.0,,23.0,24.0,24.0,24.0,IONIQ5,108,3.7,1.1,60,,,,,,,,,
M2210703914,2022-01-10 12:14:17.000,78.0,-124.9,743.4,2207.7,False,True,4.0,,23.0,25.0,24.0,24.0,IONIQ5,108,3.7,1.1,60,,,,,,,,,
M2210703914,2022-01-10 12:14:27.000,78.0,-122.5,743.5,2207.9,False,True,4.0,,23.0,25.0,24.0,24.0,IONIQ5,108,3.7,1.1,60,,,,,,,,,
