dev_id,coll_dt,b_soc,b_pack_current,b_pack_volt,b_accum_discharg_power_quan,b_charg_lamp_sts_1,b_slow_charg_con_sts,b_fast_charg_con_sts,v_car_speed,v_accel_pedal_depth,a_extern_temp_sensor,c_mileage,b_modul_1_temp,b_modul_2_temp,b_modul_3_temp,b_modul_4_temp,car_type,weather_station_ID,temperature,wind_speed,humidity,rainfall,snowfall,traffic_volume,air_co,air_no2,air_o3,air_pm10,air_pm25,air_so2
M1200607495,2022-02-19 13:48:24.000,69.5,1.0,698.2,568.5,False,False,False,0.0,0.0,,2009.0,10.0,11.0,10.0,11.0,IONIQ5,108,2.9,1.5,53,,,,,,,,,
M1200607495,2022-02-19 13:48:34.000,69.5,1.2,698.2,568.5,False,False,False,0.0,0.0,,2009.0,10.0,11.0,10.0,11.0,IONIQ5,108,2.9,1.5,53,,,,,,,,,
M1200607495,2022-02-19 13:48:44.000,69.5,1.2,698.2,568.5,False,False,False,0.0,0.0,,2009.0,10.0,11.0,10.0,11.0,IONIQ5,108,2.9,1.5,53,,,,,,,,,
M1200607495,2022-02-19 13:48:54.000,69.5,1.1,698.2,568.5,False,False,False,0.0,0.0,,2009.0,10.0,11.0,10.0,11.0,IONIQ5,108,2.9,1.5,53,,,,,,,,,
M1200607495,2022-02-19 13:49:04.000,69.5,1.3,698.2,568.5,False,False,False,0.0,0.0,,2009.0,10.0,11.0,10.0,11.0,IONIQ5,108,2.9,1.5,53,,,,,,,,,
M1200607495,2022-02-19 13:49:14.000,69.5,1.5,698.1,568.5,False,False,False,0.0,0.0,,2009.0,10.0,11.0,10.0,11.0,IONIQ5,108,2.9,1.5,53,,,,,,,,,
M1200607495,2022-02-19 13:49:24.000,69.5,1.6,698.1,568.5,False,False,False,0.112,0.0,,2009.0,10.0,11.0,10.0,11.0,IONIQ5,108,2.9,1.5,53,,,,,,,,,
M1200607495,2022-02-19 13:49:34.000,69.5,2.2,698.0,568.5,False,False,False,,0.0,,2009.0,10.0,11.0,10.0,11.0,IONIQ5,108,2.9,1.5,53,,,,,,,,,
M1200607495,2022-02-19 13:49:44.000,69.5,1.9,698.0,568.5,False,False,False,0.0,0.0,,2009.0,10.0,11.0,10.0,11.0,IONIQ5,108,2.9,1.5,53,,,,,,,,,
M1200607495,2022-02-19 13:49:54.000,69.5,1.9,698.0,568.5,False,False,False,0.0,0.0,,2009.0,10.0,11.0,10.0,11.0,IONIQ5,108,2.9,1.5,53,,,,,,,,,
