dev_id,coll_dt,b_soc,b_pack_current,b_pack_volt,b_accum_charg_power_quan,b_slow_charg_con_sts,b_fast_charg_con_sts,a_extern_temp_sensor,c_mileage,b_modul_1_temp,b_modul_2_temp,b_modul_3_temp,b_modul_4_temp,car_type
M2211123122,2022-01-26 16:11:10.000,26.0,-46.3,520.2,1017.9,False,True,,,12.0,12.0,11.0,11.0,IONIQ5
M2211123122,2022-01-26 16:11:10.000,26.0,-46.3,520.2,1017.9,False,True,,,12.0,12.0,11.0,11.0,IONIQ5
M2211123122,2022-01-26 16:11:10.000,26.0,-46.3,520.2,1017.9,False,True,,,12.0,12.0,11.0,11.0,IONIQ5
M2211123122,2022-01-26 16:11:20.000,26.5,-128.8,529.0,1018.0,False,True,10.0,,12.0,11.0,11.0,11.0,IONIQ5
M2211123122,2022-01-26 16:11:20.000,26.5,-128.8,529.0,1018.0,False,True,10.0,,12.0,11.0,11.0,11.0,IONIQ5
M2211123122,2022-01-26 16:11:20.000,26.5,-128.8,529.0,1018.0,False,True,10.0,,12.0,11.0,11.0,11.0,IONIQ5
M2211123122,2022-01-26 16:11:29.000,26.5,-102.4,530.6,1018.1,False,True,10.0,,12.0,11.0,11.0,11.0,IONIQ5
M2211123122,2022-01-26 16:11:29.000,26.5,-102.4,530.6,1018.1,False,True,10.0,,12.0,11.0,11.0,11.0,IONIQ5
M2211123122,2022-01-26 16:11:29.000,26.5,-102.4,530.6,1018.1,False,True,10.0,,12.0,11.0,11.0,11.0,IONIQ5
M2211123122,2022-01-26 16:11:38.000,27.0,-102.4,531.9,1018.2,False,True,10.0,,12.0,12.0,11.0,11.0,IONIQ5
M2211123122,2022-01-26 16:11:38.000,27.0,-102.4,531.9,1018.2,False,True,10.0,,12.0,12.0,11.0,11.0,IONIQ5
M2211123122,2022-01-26 16:11:38.000,27.0,-102.4,531.9,1018.2,False,True,10.0,,12.0,12.0,11.0,11.0,IONIQ5
M2211123122,2022-01-26 16:11:47.000,27.0,-101.9,532.8,1018.3,False,True,10.0,,12.0,12.0,11.0,11.0,IONIQ5
M2211123122,2022-01-26 16:11:47.000,27.0,-101.9,532.8,1018.3,False,True,10.0,,12.0,12.0,11.0,11.0,IONIQ5
M2211123122,2022-01-26 16:11:47.000,27.0,-101.9,532.8,1018.3,False,True,10.0,,12.0,12.0,11.0,11.0,IONIQ5
M2211123122,2022-01-26 16:11:56.000,27.0,-128.8,533.8,1018.5,False,True,10.0,,12.0,12.0,11.0,11.0,IONIQ5
M2211123122,2022-01-26 16:11:56.000,27.0,-128.8,533.8,1018.5,False,True,10.0,,12.0,12.0,11.0,11.0,IONIQ5
M2211123122,2022-01-26 16:11:56.000,27.0,-128.8,533.8,1018.5,False,True,10.0,,12.0,12.0,11.0,11.0,IONIQ5
M2211123122,2022-01-26 16:12:05.000,27.5,-128.4,534.4,1018.6,False,True,10.0,,12.0,12.0,11.0,11.0,IONIQ5
M2211123122,2022-01-26 16:12:05.000,27.5,-128.4,534.4,1018.6,False,True,10.0,,12.0,12.0,11.0,11.0,IONIQ5
M2211123122,2022-01-26 16:12:05.000,27.5,-128.4,534.4,1018.6,False,True,10.0,,12.0,12.0,11.0,11.0,IONIQ5
M2211123122,2022-01-26 16:12:14.000,27.5,-102.4,534.9,1018.7,False,True,10.0,,12.0,12.0,11.0,11.0,IONIQ5
M2211123122,2022-01-26 16:12:14.000,27.5,-102.4,534.9,1018.7,False,True,10.0,,12.0,12.0,11.0,11.0,IONIQ5
M2211123122,2022-01-26 16:12:14.000,27.5,-102.4,534.9,1018.7,False,True,10.0,,12.0,12.0,11.0,11.0,IONIQ5
M2211123122,2022-01-26 16:12:23.000,28.0,-101.8,535.3,1018.8,False,True,10.0,,12.0,12.0,11.0,11.0,IONIQ5
M2211123122,2022-01-26 16:12:23.000,28.0,-101.8,535.3,1018.8,False,True,10.0,,12.0,12.0,11.0,11.0,IONIQ5
