dev_id,coll_dt,b_soc,b_pack_current,b_pack_volt,b_max_cell_volt,b_min_cell_volt,b_accum_discharg_power_quan,b_soh,b_charg_lamp_sts_1,b_slow_charg_con_sts,b_fast_charg_con_sts,v_car_speed,v_accel_pedal_depth,a_extern_temp_sensor,c_mileage,b_modul_1_temp,b_modul_2_temp,b_modul_3_temp,b_modul_4_temp,car_type,weather_station_ID,temperature,wind_speed,humidity,rainfall,snowfall,traffic_volume,air_co,air_no2,air_o3,air_pm10,air_pm25,air_so2
M2211123120,2022-01-20 12:05:50.000,83.5,1.2,577.3,4.0,4.0,889.9,100.0,False,False,False,0.0,0.0,,3481.0,18.0,26.0,18.0,26.0,IONIQ5,108,-1.6,2.2,53,,1.4,,,,,,,
M2211123120,2022-01-20 12:05:59.000,83.5,9.4,576.7,4.0,4.0,889.9,100.0,False,False,False,9.088,16.416,,3481.0,18.0,26.0,18.0,26.0,IONIQ5,108,-1.6,2.2,53,,1.4,,,,,,,
M2211123120,2022-01-20 12:06:08.000,83.5,-4.0,575.1,3.98,3.98,889.9,100.0,False,False,False,31.36,0.0,,3481.0,18.0,26.0,18.0,26.0,IONIQ5,108,-1.6,2.2,53,,1.4,,,,,,,
M2211123120,2022-01-20 12:06:17.000,83.5,35.5,574.8,3.98,3.98,889.9,100.0,False,False,False,27.088,22.222,,3482.0,18.0,26.0,18.0,26.0,IONIQ5,108,-1.6,2.2,53,,1.4,,,,,,,
M2211123120,2022-01-20 12:06:26.000,83.5,-55.8,578.7,4.02,4.0,889.9,100.0,False,False,False,22.288,0.0,,3482.0,18.0,26.0,18.0,26.0,IONIQ5,108,-1.6,2.2,53,,1.4,,,,,,,
M2211123120,2022-01-20 12:06:35.000,83.5,22.4,573.9,4.0,3.98,890.0,100.0,False,False,False,43.92,34.384,,3482.0,18.0,26.0,18.0,26.0,IONIQ5,108,-1.6,2.2,53,,1.4,,,,,,,
M2211123120,2022-01-20 12:06:44.000,83.5,32.0,573.5,3.98,3.96,890.0,100.0,False,False,False,50.752,17.442,,3482.0,18.0,26.0,18.0,25.0,IONIQ5,108,-1.6,2.2,53,,1.4,,,,,,,
M2211123120,2022-01-20 12:06:53.000,83.5,-61.5,579.0,4.02,4.0,890.1,100.0,False,False,False,22.576,20.42,,3482.0,18.0,26.0,18.0,25.0,IONIQ5,108,-1.6,2.2,53,,1.4,,,,,,,
M2211123120,2022-01-20 12:07:02.000,83.5,-13.8,577.1,4.0,4.0,890.1,100.0,False,False,False,32.464,0.0,,3482.0,17.0,26.0,18.0,25.0,IONIQ5,108,-1.6,2.2,53,,1.4,,,,,,,
M2211123120,2022-01-20 12:07:11.000,83.5,3.3,576.3,4.0,3.98,890.1,100.0,False,False,False,0.0,0.0,,3482.0,17.0,26.0,18.0,25.0,IONIQ5,108,-1.6,2.2,53,,1.4,,,,,,,
M2211123120,2022-01-20 12:07:20.000,83.5,3.1,576.4,4.0,4.0,890.1,100.0,False,False,False,0.0,0.0,,3482.0,17.0,26.0,18.0,25.0,IONIQ5,108,-1.6,2.2,53,,1.4,,,,,,,
M2211123120,2022-01-20 12:07:29.000,83.5,2.8,576.4,4.0,4.0,890.1,100.0,False,False,False,0.0,0.0,,3482.0,17.0,26.0,18.0,25.0,IONIQ5,108,-1.6,2.2,53,,1.4,,,,,,,
M2211123120,2022-01-20 12:07:38.000,83.5,2.9,576.4,4.0,4.0,890.1,100.0,False,False,False,0.0,0.0,,3482.0,17.0,26.0,18.0,25.0,IONIQ5,108,-1.6,2.2,53,,1.4,,,,,,,
M2211123120,2022-01-20 12:07:47.000,83.5,3.2,576.4,4.0,4.0,890.1,100.0,False,False,False,0.0,0.0,,3482.0,17.0,25.0,18.0,25.0,IONIQ5,108,-1.6,2.2,53,,1.4,,,,,,,
M2211123120,2022-01-20 12:07:56.000,83.5,3.3,576.4,4.0,4.0,890.1,100.0,False,False,False,0.0,0.0,,3482.0,17.0,25.0,18.0,25.0,IONIQ5,108,-1.6,2.2,53,,1.4,,,,,,,
M2211123120,2022-01-20 12:08:05.000,83.5,3.2,576.5,4.0,4.0,890.1,100.0,False,False,False,0.0,0.0,,3482.0,17.0,25.0,18.0,25.0,IONIQ5,108,-1.6,2.2,53,,1.4,,,,,,,
M2211123120,2022-01-20 12:08:14.000,83.5,3.1,576.5,4.0,4.0,890.1,100.0,False,False,False,0.0,0.0,,3482.0,17.0,25.0,18.0,25.0,IONIQ5,108,-1.6,2.2,53,,1.4,,,,,,,
M2211123120,2022-01-20 12:08:23.000,83.5,2.4,576.5,4.0,4.0,890.1,100.0,False,False,False,0.0,0.0,,3482.0,17.0,25.0,18.0,25.0,IONIQ5,108,-1.6,2.2,53,,1.4,,,,,,,
