dev_id,coll_dt,b_soc,b_pack_current,b_pack_volt,b_max_cell_volt,b_min_cell_volt,b_accum_charg_power_quan,b_soh,b_slow_charg_con_sts,b_fast_charg_con_sts,a_extern_temp_sensor,c_mileage,b_modul_1_temp,b_modul_2_temp,b_modul_3_temp,b_modul_4_temp,car_type,weather_station_ID,temperature,wind_speed,humidity,rainfall,snowfall,traffic_volume,air_co,air_no2,air_o3,air_pm10,air_pm25,air_so2
M2211123122,2022-02-04 11:07:51.000,25.0,-78.1,519.1,3.6,3.6,1075.9,100.0,False,True,,,6.0,8.0,6.0,8.0,IONIQ5,108,-3.6,4.7,38,,,,,,,,,
M2211123122,2022-02-04 11:07:51.000,25.0,-78.1,519.1,3.6,3.6,1075.9,100.0,False,True,,,6.0,8.0,6.0,8.0,IONIQ5,108,-3.6,4.7,38,,,,,,,,,
M2211123122,2022-02-04 11:08:01.000,25.5,-96.3,527.0,3.66,3.64,1076.0,100.0,False,True,4.0,,6.0,8.0,6.0,8.0,IONIQ5,108,-3.6,4.7,38,,,,,,,,,
M2211123122,2022-02-04 11:08:01.000,25.5,-96.3,527.0,3.66,3.64,1076.0,100.0,False,True,4.0,,6.0,8.0,6.0,8.0,IONIQ5,108,-3.6,4.7,38,,,,,,,,,
M2211123122,2022-02-04 11:08:10.000,25.5,-96.8,528.6,3.68,3.66,1076.1,100.0,False,True,4.0,,6.0,8.0,7.0,8.0,IONIQ5,108,-3.6,4.7,38,,,,,,,,,
M2211123122,2022-02-04 11:08:10.000,25.5,-96.8,528.6,3.68,3.66,1076.1,100.0,False,True,4.0,,6.0,8.0,7.0,8.0,IONIQ5,108,-3.6,4.7,38,,,,,,,,,
M2211123122,2022-02-04 11:08:19.000,26.0,-97.1,529.9,3.68,3.66,1076.2,100.0,False,True,4.0,,6.0,8.0,7.0,8.0,IONIQ5,108,-3.6,4.7,38,,,,,,,,,
M2211123122,2022-02-04 11:08:19.000,26.0,-97.1,529.9,3.68,3.66,1076.2,100.0,False,True,4.0,,6.0,8.0,7.0,8.0,IONIQ5,108,-3.6,4.7,38,,,,,,,,,
M2211123122,2022-02-04 11:08:28.000,26.0,-97.0,531.0,3.68,3.68,1076.3,100.0,False,True,4.0,,6.0,8.0,7.0,8.0,IONIQ5,108,-3.6,4.7,38,,,,,,,,,
M2211123122,2022-02-04 11:08:28.000,26.0,-97.0,531.0,3.68,3.68,1076.3,100.0,False,True,4.0,,6.0,8.0,7.0,8.0,IONIQ5,108,-3.6,4.7,38,,,,,,,,,
M2211123122,2022-02-04 11:08:37.000,26.0,-97.1,532.0,3.7,3.68,1076.4,100.0,False,True,4.0,,6.0,8.0,7.0,8.0,IONIQ5,108,-3.6,4.7,38,,,,,,,,,
M2211123122,2022-02-04 11:08:37.000,26.0,-97.1,532.0,3.7,3.68,1076.4,100.0,False,True,4.0,,6.0,8.0,7.0,8.0,IONIQ5,108,-3.6,4.7,38,,,,,,,,,
M2211123122,2022-02-04 11:08:46.000,26.5,-97.0,532.8,3.7,3.68,1076.5,100.0,False,True,4.0,,6.0,8.0,7.0,8.0,IONIQ5,108,-3.6,4.7,38,,,,,,,,,
M2211123122,2022-02-04 11:08:46.000,26.5,-97.0,532.8,3.7,3.68,1076.5,100.0,False,True,4.0,,6.0,8.0,7.0,8.0,IONIQ5,108,-3.6,4.7,38,,,,,,,,,
M2211123122,2022-02-04 11:08:55.000,26.5,-97.5,533.6,3.7,3.7,1076.6,100.0,False,True,4.0,,7.0,8.0,7.0,8.0,IONIQ5,108,-3.6,4.7,38,,,,,,,,,
M2211123122,2022-02-04 11:08:55.000,26.5,-97.5,533.6,3.7,3.7,1076.6,100.0,False,True,4.0,,7.0,8.0,7.0,8.0,IONIQ5,108,-3.6,4.7,38,,,,,,,,,
M2211123122,2022-02-04 11:09:04.000,26.5,-97.0,534.1,3.72,3.7,1076.7,100.0,False,True,4.0,,7.0,8.0,7.0,8.0,IONIQ5,108,-3.6,4.7,38,,,,,,,,,
M2211123122,2022-02-04 11:09:04.000,26.5,-97.0,534.1,3.72,3.7,1076.7,100.0,False,True,4.0,,7.0,8.0,7.0,8.0,IONIQ5,108,-3.6,4.7,38,,,,,,,,,
M2211123122,2022-02-04 11:09:13.000,26.5,-95.6,534.5,3.72,3.7,1076.8,100.0,False,True,4.0,,7.0,8.0,7.0,8.0,IONIQ5,108,-3.6,4.7,38,,,,,,,,,
M2211123122,2022-02-04 11:09:13.000,26.5,-95.6,534.5,3.72,3.7,1076.8,100.0,False,True,4.0,,7.0,8.0,7.0,8.0,IONIQ5,108,-3.6,4.7,38,,,,,,,,,
M2211123122,2022-02-04 11:09:22.000,27.0,-91.9,534.5,3.72,3.7,1076.9,100.0,False,True,4.0,,7.0,8.0,7.0,8.0,IONIQ5,108,-3.6,4.7,38,,,,,,,,,
M2211123122,2022-02-04 11:09:22.000,27.0,-91.9,534.5,3.72,3.7,1076.9,100.0,False,True,4.0,,7.0,8.0,7.0,8.0,IONIQ5,108,-3.6,4.7,38,,,,,,,,,
M2211123122,2022-02-04 11:09:31.000,27.0,-97.4,535.6,3.72,3.7,1077.0,100.0,False,True,4.0,,7.0,8.0,7.0,8.0,IONIQ5,108,-3.6,4.7,38,,,,,,,,,
M2211123122,2022-02-04 11:09:31.000,27.0,-97.4,535.6,3.72,3.7,1077.0,100.0,False,True,4.0,,7.0,8.0,7.0,8.0,IONIQ5,108,-3.6,4.7,38,,,,,,,,,
M2211123122,2022-02-04 11:09:40.000,27.0,-96.4,535.9,3.72,3.7,1077.1,100.0,False,True,4.0,,7.0,9.0,7.0,8.0,IONIQ5,108,-3.6,4.7,38,,,,,,,,,
M2211123122,2022-02-04 11:09:40.000,27.0,-96.4,535.9,3.72,3.7,1077.1,100.0,False,True,4.0,,7.0,9.0,7.0,8.0,IONIQ5,108,-3.6,4.7,38,,,,,,,,,
M2211123122,2022-02-04 11:09:49.000,27.5,-97.0,536.3,3.72,3.7,1077.2,100.0,False,True,4.0,,7.0,9.0,7.0,9.0,IONIQ5,108,-3.6,4.7,38,,,,,,,,,
M2211123122,2022-02-04 11:09:49.000,27.5,-97.0,536.3,3.72,3.7,1077.2,100.0,False,True,4.0,,7.0,9.0,7.0,9.0,IONIQ5,108,-3.6,4.7,38,,,,,,,,,
M2211123122,2022-02-04 11:09:58.000,27.5,-96.4,536.5,3.72,3.72,1077.3,100.0,False,True,4.0,,7.0,9.0,7.0,9.0,IONIQ5,108,-3.6,4.7,38,,,,,,,,,
M2211123122,2022-02-04 11:09:58.000,27.5,-96.4,536.5,3.72,3.72,1077.3,100.0,False,True,4.0,,7.0,9.0,7.0,9.0,IONIQ5,108,-3.6,4.7,38,,,,,,,,,
M2211123122,2022-02-04 11:10:07.000,27.5,-97.2,536.8,3.72,3.72,1077.3,100.0,False,True,4.0,,7.0,9.0,7.0,9.0,IONIQ5,108,-3.6,4.7,38,,,,,,,,,
M2211123122,2022-02-04 11:10:07.000,27.5,-97.2,536.8,3.72,3.72,1077.3,100.0,False,True,4.0,,7.0,9.0,7.0,9.0,IONIQ5,108,-3.6,4.7,38,,,,,,,,,
M2211123122,2022-02-04 11:10:16.000,28.0,-96.8,537.0,3.74,3.72,1077.4,100.0,False,True,4.0,,7.0,9.0,7.0,9.0,IONIQ5,108,-3.6,4.7,38,,,,,,,,,
M2211123122,2022-02-04 11:10:16.000,28.0,-96.8,537.0,3.74,3.72,1077.4,100.0,False,True,4.0,,7.0,9.0,7.0,9.0,IONIQ5,108,-3.6,4.7,38,,,,,,,,,
M2211123122,2022-02-04 11:10:25.000,28.0,-97.2,537.3,3.74,3.72,1077.5,100.0,False,True,4.0,,7.0,9.0,7.0,9.0,IONIQ5,108,-3.6,4.7,38,,,,,,,,,
M2211123122,2022-02-04 11:10:25.000,28.0,-97.2,537.3,3.74,3.72,1077.5,100.0,False,True,4.0,,7.0,9.0,7.0,9.0,IONIQ5,108,-3.6,4.7,38,,,,,,,,,
M2211123122,2022-02-04 11:10:34.000,28.0,-97.1,537.5,3.74,3.72,1077.6,100.0,False,True,4.0,,7.0,9.0,7.0,9.0,IONIQ5,108,-3.6,4.7,38,,,,,,,,,
M2211123122,2022-02-04 11:10:34.000,28.0,-97.1,537.5,3.74,3.72,1077.6,100.0,False,True,4.0,,7.0,9.0,7.0,9.0,IONIQ5,108,-3.6,4.7,38,,,,,,,,,
