dev_id,coll_dt,b_soc,b_pack_current,b_pack_volt,b_max_cell_volt,b_min_cell_volt,b_accum_discharg_power_quan,b_soh,b_charg_lamp_sts_1,b_slow_charg_con_sts,b_fast_charg_con_sts,v_car_speed,v_accel_pedal_depth,a_extern_temp_sensor,c_mileage,b_modul_1_temp,b_modul_2_temp,b_modul_3_temp,b_modul_4_temp,car_type
M2211123122,2022-02-09 13:57:31.000,78.5,16.2,564.4,3.92,3.9,1107.8,100.0,False,False,False,95.616,20.558,,4834.0,19.0,27.0,19.0,26.0,IONIQ5
M2211123122,2022-02-09 13:57:31.000,78.5,16.2,564.4,3.92,3.9,1107.8,100.0,False,False,False,95.616,20.558,,4834.0,19.0,27.0,19.0,26.0,IONIQ5
M2211123122,2022-02-09 13:57:41.000,78.5,14.8,563.1,3.9,3.9,1107.9,100.0,False,False,False,104.704,21.396,,4834.0,19.0,27.0,19.0,26.0,IONIQ5
M2211123122,2022-02-09 13:57:41.000,78.5,14.8,563.1,3.9,3.9,1107.9,100.0,False,False,False,104.704,21.396,,4834.0,19.0,27.0,19.0,26.0,IONIQ5
M2211123122,2022-02-09 13:57:50.000,78.5,27.1,564.5,3.92,3.9,1108.0,100.0,False,False,False,108.928,10.948,,4834.0,19.0,27.0,19.0,26.0,IONIQ5
M2211123122,2022-02-09 13:57:50.000,78.5,27.1,564.5,3.92,3.9,1108.0,100.0,False,False,False,108.928,10.948,,4834.0,19.0,27.0,19.0,26.0,IONIQ5
M2211123122,2022-02-09 13:57:59.000,78.5,17.7,563.3,3.9,3.9,1108.0,100.0,False,False,False,106.208,0.0,,4835.0,19.0,27.0,19.0,26.0,IONIQ5
M2211123122,2022-02-09 13:57:59.000,78.5,17.7,563.3,3.9,3.9,1108.0,100.0,False,False,False,106.208,0.0,,4835.0,19.0,27.0,19.0,26.0,IONIQ5
M2211123122,2022-02-09 13:58:08.000,78.5,-42.5,570.5,3.96,3.94,1108.0,100.0,False,False,False,86.016,0.0,,4835.0,19.0,27.0,19.0,26.0,IONIQ5
M2211123122,2022-02-09 13:58:08.000,78.5,-42.5,570.5,3.96,3.94,1108.0,100.0,False,False,False,86.016,0.0,,4835.0,19.0,27.0,19.0,26.0,IONIQ5
M2211123122,2022-02-09 13:58:17.000,78.5,-4.4,567.0,3.94,3.92,1108.0,100.0,False,False,False,86.992,4.792,,4835.0,19.0,27.0,19.0,26.0,IONIQ5
M2211123122,2022-02-09 13:58:17.000,78.5,-4.4,567.0,3.94,3.92,1108.0,100.0,False,False,False,86.992,4.792,,4835.0,19.0,27.0,19.0,26.0,IONIQ5
M2211123122,2022-02-09 13:58:26.000,78.5,31.3,566.1,3.92,3.92,1108.0,100.0,False,False,False,85.648,13.288,,4835.0,19.0,27.0,19.0,26.0,IONIQ5
M2211123122,2022-02-09 13:58:26.000,78.5,31.3,566.1,3.92,3.92,1108.0,100.0,False,False,False,85.648,13.288,,4835.0,19.0,27.0,19.0,26.0,IONIQ5
M2211123122,2022-02-09 13:58:35.000,78.5,-2.1,566.4,3.92,3.92,1108.1,100.0,False,False,False,81.712,20.07,,4836.0,19.0,27.0,19.0,26.0,IONIQ5
M2211123122,2022-02-09 13:58:35.000,78.5,-2.1,566.4,3.92,3.92,1108.1,100.0,False,False,False,81.712,20.07,,4836.0,19.0,27.0,19.0,26.0,IONIQ5
M2211123122,2022-02-09 13:58:44.000,78.5,-0.5,565.1,3.92,3.92,1108.2,100.0,False,False,False,87.616,3.616,,4836.0,19.0,27.0,19.0,26.0,IONIQ5
M2211123122,2022-02-09 13:58:44.000,78.5,-0.5,565.1,3.92,3.92,1108.2,100.0,False,False,False,87.616,3.616,,4836.0,19.0,27.0,19.0,26.0,IONIQ5
M2211123122,2022-02-09 13:58:53.000,78.5,-32.6,567.9,3.94,3.94,1108.2,100.0,False,False,False,86.24,9.284,,4836.0,19.0,27.0,19.0,26.0,IONIQ5
M2211123122,2022-02-09 13:58:53.000,78.5,-32.6,567.9,3.94,3.94,1108.2,100.0,False,False,False,86.24,9.284,,4836.0,19.0,27.0,19.0,26.0,IONIQ5
M2211123122,2022-02-09 13:59:02.000,78.5,-32.1,568.3,3.94,3.94,1108.2,100.0,False,False,False,93.76,8.308,,4836.0,19.0,27.0,19.0,26.0,IONIQ5
M2211123122,2022-02-09 13:59:02.000,78.5,-32.1,568.3,3.94,3.94,1108.2,100.0,False,False,False,93.76,8.308,,4836.0,19.0,27.0,19.0,26.0,IONIQ5
M2211123122,2022-02-09 13:59:11.000,78.5,88.4,561.5,3.9,3.88,1108.2,100.0,False,False,False,104.752,31.894,,4837.0,19.0,27.0,19.0,26.0,IONIQ5
M2211123122,2022-02-09 13:59:11.000,78.5,88.4,561.5,3.9,3.88,1108.2,100.0,False,False,False,104.752,31.894,,4837.0,19.0,27.0,19.0,26.0,IONIQ5
M2211123122,2022-02-09 13:59:20.000,78.0,82.6,561.3,3.88,3.88,1108.3,100.0,False,False,False,109.616,0.0,,4837.0,19.0,27.0,19.0,26.0,IONIQ5
M2211123122,2022-02-09 13:59:20.000,78.0,82.6,561.3,3.88,3.88,1108.3,100.0,False,False,False,109.616,0.0,,4837.0,19.0,27.0,19.0,26.0,IONIQ5
M2211123122,2022-02-09 13:59:29.000,78.0,-53.0,569.0,3.94,3.94,1108.4,100.0,False,False,False,110.656,5.618,,4837.0,19.0,27.0,19.0,26.0,IONIQ5
M2211123122,2022-02-09 13:59:29.000,78.0,-53.0,569.0,3.94,3.94,1108.4,100.0,False,False,False,110.656,5.618,,4837.0,19.0,27.0,19.0,26.0,IONIQ5
M2211123122,2022-02-09 13:59:38.000,78.0,114.6,557.7,3.88,3.86,1108.4,100.0,False,False,False,118.528,43.168,,4837.0,19.0,27.0,19.0,26.0,IONIQ5
M2211123122,2022-02-09 13:59:38.000,78.0,114.6,557.7,3.88,3.86,1108.4,100.0,False,False,False,118.528,43.168,,4837.0,19.0,27.0,19.0,26.0,IONIQ5
M2211123122,2022-02-09 13:59:47.000,78.0,34.9,562.6,3.9,3.9,1108.5,100.0,False,False,False,122.816,10.948,,4838.0,19.0,27.0,19.0,26.0,IONIQ5
M2211123122,2022-02-09 13:59:47.000,78.0,34.9,562.6,3.9,3.9,1108.5,100.0,False,False,False,122.816,10.948,,4838.0,19.0,27.0,19.0,26.0,IONIQ5
