dev_id,coll_dt,b_soc,b_pack_current,b_pack_volt,b_accum_discharg_power_quan,b_charg_lamp_sts_1,b_slow_charg_con_sts,b_fast_charg_con_sts,v_car_speed,v_accel_pedal_depth,a_extern_temp_sensor,c_mileage,b_modul_1_temp,b_modul_2_temp,b_modul_3_temp,b_modul_4_temp,car_type
M2210703914,2022-01-11 21:23:12.000,72.5,39.1,690.7,2197.6,False,False,False,105.968,0.0,,9329.0,16.0,28.0,20.0,28.0,IONIQ5
M2210703914,2022-01-11 21:23:22.000,72.5,55.6,690.5,2197.7,False,False,False,102.336,0.0,,9330.0,16.0,28.0,20.0,28.0,IONIQ5
M2210703914,2022-01-11 21:23:32.000,72.5,21.6,691.9,2197.8,False,False,False,102.16,0.0,,9330.0,16.0,28.0,20.0,27.0,IONIQ5
M2210703914,2022-01-11 21:23:42.000,72.5,22.2,692.0,2197.9,False,False,False,101.984,0.0,,9330.0,16.0,28.0,20.0,27.0,IONIQ5
M2210703914,2022-01-11 21:23:52.000,72.0,20.9,692.0,2198.0,False,False,False,102.048,0.0,,9330.0,16.0,28.0,19.0,27.0,IONIQ5
M2210703914,2022-01-11 21:24:02.000,72.0,22.3,691.7,2198.0,False,False,False,106.016,0.0,,9331.0,16.0,28.0,19.0,27.0,IONIQ5
M2210703914,2022-01-11 21:24:12.000,72.0,36.6,692.9,2198.1,False,False,False,102.208,0.0,,9331.0,16.0,28.0,19.0,27.0,IONIQ5
M2210703914,2022-01-11 21:24:22.000,72.0,28.2,694.2,2198.2,False,False,False,102.096,0.0,,9331.0,16.0,28.0,19.0,27.0,IONIQ5
M2210703914,2022-01-11 21:24:32.000,72.0,-7.2,695.2,2198.2,False,False,False,102.096,0.0,,9332.0,16.0,28.0,19.0,27.0,IONIQ5
M2210703914,2022-01-11 21:24:42.000,72.0,-7.6,695.4,2198.2,False,False,False,102.096,0.0,,9332.0,16.0,28.0,19.0,27.0,IONIQ5
M2210703914,2022-01-11 21:24:52.000,72.0,-7.9,695.8,2198.3,False,False,False,106.016,0.0,,9332.0,16.0,28.0,19.0,27.0,IONIQ5
M2210703914,2022-01-11 21:25:02.000,72.0,11.5,696.4,2198.3,False,False,False,102.16,0.0,,9332.0,16.0,28.0,19.0,27.0,IONIQ5
M2210703914,2022-01-11 21:25:12.000,72.0,4.5,697.1,2198.3,False,False,False,105.904,0.0,,9333.0,16.0,28.0,19.0,27.0,IONIQ5
M2210703914,2022-01-11 21:25:22.000,72.0,-55.0,700.3,2198.3,False,False,False,99.424,0.0,,9333.0,16.0,28.0,19.0,27.0,IONIQ5
M2210703914,2022-01-11 21:25:32.000,72.0,-19.6,701.1,2198.3,False,False,False,96.944,0.0,,9333.0,16.0,27.0,19.0,27.0,IONIQ5
