car_id,car_type,date_start,start_soc,end_soc,charge_quan,charge_time,charge_speed,charge_power_quan,mileage,current_avg,volt_avg,extern_temp_avg,soc_avg,battery_module1_temp_avg,charge_power_per_hour,accum_mileage,temperature_avg,wind_speed_avg,humidity_avg,rainfall_avg,snowfall_avg,traffic_volume_avg,air_co_avg,air_no2_avg,air_o3_avg,air_pm10_avg,air_pm25_avg,air_so2_avg
M1200607414,IONIQ5,2022-03-31 23:49:45,72.0,95.5,23.5,1771,47.76962168266516,19.59999999999991,,-53.3180790960452,743.3175141242939,9.0,86.77118644067797,22.463276836158194,39.841897233201394,,7.875706214689266,1.0033898305084747,62.31073446327684,,,2717675.2598870057,0.3,0.0174,0.03200000000000001,15.0,7.0,0.0029999999999999996
M2210704031,EV6,2022-04-01 01:47:00,73.0,96.5,23.5,2865,29.528795811518325,21.100000000000364,,-34.83206106870229,786.4687022900763,4.0,86.45801526717557,18.923664122137403,26.513089005236058,,6.59236641221374,2.517557251908397,68.17557251908397,,,2851725.0,0.3,0.0174,0.032,15.0,7.0,0.0029999999999999996
M1200607597,NIRO,2022-04-01 03:46:16,22.5,51.5,29.0,2371,44.03205398566006,20.299999999999955,,-98.31050420168067,367.31722689075633,2.0,35.21008403361345,18.899159663865547,30.82243778996197,,5.639495798319327,2.065126050420169,71.65126050420169,,,2851725.0,0.2999999999999999,0.0174,0.032000000000000015,15.0,7.0,0.0030000000000000005
M2210703864,G80,2022-04-01 04:20:56,68.0,96.5,28.5,3532,29.048697621744054,29.0,,-63.21864406779661,585.697627118644,10.382252559726963,82.84406779661018,18.97966101694915,29.558323895809735,,5.2983050847457624,2.1806779661016957,73.6135593220339,,,2851725.0,0.3,0.017400000000000002,0.03200000000000001,15.0,7.0,0.0029999999999999996
M2211122697,EV6,2022-04-01 05:44:45,33.5,96.5,63.0,3649,62.15401479857495,54.80000000000018,,-74.81573033707866,768.5719101123597,7.0,70.79775280898876,23.224719101123597,54.06412715812569,,4.770786516853933,2.376404494382022,76.76404494382022,,,2851725.0,0.29999999999999993,0.0174,0.03200000000000001,15.0,7.0,0.0029999999999999996
M1200607447,IONIQ5,2022-04-01 07:44:12,18.0,79.0,61.0,2072,105.98455598455598,48.5,,-125.62740384615384,694.6649038461538,9.0,47.52403846153846,23.721153846153847,84.26640926640925,,5.677884615384615,2.1889423076923076,72.74038461538461,,,2851725.0,0.29999999999999993,0.0174,0.032000000000000015,15.0,7.0,0.003
M1200607343,IONIQ5,2022-04-01 07:49:21,45.0,95.5,50.5,4263,42.646023926812106,41.30000000000018,,-50.24906103286385,719.3622065727701,7.0,72.79577464788733,20.471830985915492,34.87684729064055,,6.243661971830987,2.4654929577464793,70.83098591549296,,,2851725.0,0.2999999999999999,0.0174,0.032000000000000015,15.0,7.0,0.003
M1200606289,NIRO,2022-04-01 07:57:07,17.5,96.5,79.0,6954,40.89732528041415,57.5,,-76.68850574712644,387.42600574712645,13.0,65.82255747126437,25.488505747126435,29.76704055220017,,7.370114942528736,2.6225574712643676,65.57183908045977,,,2851725.0,0.29999999999999993,0.0174,0.03200000000000001,15.0,7.0,0.0029999999999999996
M1200607208,KONA,2022-04-01 08:07:09,54.0,79.0,25.0,2828,31.824611032531823,18.800000000000182,,-66.45429503443276,387.8206959043131,11.0,66.02482783617252,12.512142080463937,23.932107496464162,,6.5,2.6,70.0,,,2851725.0,0.3,0.0174,0.03200000000000001,15.0,7.0,0.002999999999999999
M1200607584,NIRO,2022-04-01 08:26:33,83.5,95.5,12.0,4222,10.232117479867362,9.100000000000364,,-22.71261904761905,406.7916666666667,3.0,91.39047619047619,9.488095238095237,7.759355755566393,,7.552380952380952,2.6526190476190474,64.73809523809524,,,2851725.0,0.29999999999999993,0.0174,0.032000000000000015,15.0,7.0,0.003
