car_id,car_type,date_start,start_soc,end_soc,charge_quan,charge_time,charge_speed,charge_power_quan,mileage,current_avg,volt_avg,extern_temp_avg,soc_avg,battery_module1_temp_avg,charge_power_per_hour,accum_mileage,temperature_avg,wind_speed_avg,humidity_avg,rainfall_avg,snowfall_avg,traffic_volume_avg,air_co_avg,air_no2_avg,air_o3_avg,air_pm10_avg,air_pm25_avg,air_so2_avg
M1200606112,KONA,2022-06-30 12:12:43,49.0,97.0,48.0,4486,38.519839500668745,34.30000000000018,,-71.87452626529142,400.492372271528,32.0,79.35368193811466,32.479011753418085,27.525635309853023,,22.96380426960902,2.1429359558647163,99.3619573039098,1.6601103382106022,,2463129.0,0.29999999999999993,0.0193,0.036000000000000004,7.0,2.0,0.0029
M1200607506,IONIQ5,2022-06-30 23:54:40,84.0,96.5,12.5,1521,29.585798816568047,11.0,,-33.15098039215687,744.3915032679738,27.0,91.13398692810458,32.26143790849673,26.035502958579883,,21.858169934640525,1.0372549019607842,99.0,0.1,,2871178.9607843137,0.29999999999999993,0.02040718954248366,0.0193921568627451,15.699346405228757,5.954248366013072,0.003058169934640522
M1200607268,IONIQ5,2022-06-30 23:55:15,78.5,93.0,14.5,1171,44.57728437233134,12.299999999999727,,-48.09661016949152,739.7838983050848,27.0,86.63559322033899,34.54237288135593,37.81383432963195,,21.850847457627122,1.0262711864406775,99.0,0.1,,2852288.2881355933,0.2999999999999998,0.02035593220338984,0.020161016949152552,15.296610169491526,5.771186440677966,0.0030508474576271174
M1200607178,NIRO,2022-07-01 01:06:01,39.0,77.5,38.5,1951,71.04049205535622,27.899999999999636,,-125.37424242424244,381.6439393939394,25.0,59.17424242424242,29.651515151515152,51.481291645309426,,22.300000000000004,1.0999999999999996,99.0,,,2979093.0,0.3,0.020699999999999996,0.015,18.0,7.0,0.003099999999999999
M1200607370,IONIQ5,2022-07-01 03:00:14,72.0,96.5,24.5,2382,37.02770780856423,20.700000000000728,,-44.11589958158995,736.6083682008367,22.0,86.52928870292887,24.736401673640167,31.28463476070639,,22.599999999999998,0.09999999999999999,99.0,,,2979093.0,0.2999999999999998,0.020700000000000003,0.015000000000000003,18.0,7.0,0.0030999999999999986
M2210703618,IONIQ5,2022-07-01 05:09:06,86.5,96.5,10.0,1291,27.885360185902403,8.5,,-30.303846153846155,745.4707692307692,25.0,92.32692307692308,31.49230769230769,23.70255615801704,,22.900000000000002,0.6,99.0,,,2979093.0,0.3,0.0207,0.015,18.0,7.0,0.0030999999999999995
M2210703793,IONIQ5,2022-07-01 05:17:03,16.0,96.5,80.5,5661,51.192368839427665,64.10000000000036,,-58.033686067019396,701.4028218694885,23.0,60.22751322751323,29.27336860670194,40.76311605723394,,22.954497354497356,0.9814814814814815,99.0,,,2979093.0,0.3,0.020699999999999996,0.014999999999999998,18.0,7.0,0.0030999999999999995
M1200607584,NIRO,2022-07-01 05:22:10,68.5,95.0,26.5,5133,18.58562244301578,20.199999999999818,,-40.39246435845213,402.35723014256627,21.0,85.35132382892057,25.875763747454176,14.167153711279827,,22.95478615071283,0.9835030549898167,99.0,,,2979093.0,0.29999999999999993,0.020699999999999996,0.015000000000000005,18.0,7.0,0.003099999999999999
M1200607506,IONIQ5,2022-07-01 06:19:05,9.0,78.5,69.5,1212,206.43564356435644,55.600000000000364,,-236.60731707317072,705.2040650406504,24.0,47.760162601626014,38.642276422764226,165.14851485148623,,23.0,1.3000000000000005,99.0,,,2979093.0,0.2999999999999999,0.020700000000000003,0.015000000000000003,18.0,7.0,0.003099999999999999
M2210703799,IONIQ5,2022-07-01 06:22:39,10.5,96.5,86.0,6073,50.97974641857402,68.09999999999991,,-58.22491803278688,697.8286885245901,23.0,58.33688524590164,31.5327868852459,40.368845710521924,,23.272950819672133,1.430327868852459,99.0,,,2979093.0,0.29999999999999993,0.0207,0.015000000000000001,18.0,7.0,0.0030999999999999995
M1200607200,NIRO,2022-07-01 06:47:21,78.5,89.0,10.5,1271,29.740361919748228,8.199999999999818,,-65.66484375,401.00078125000005,23.0,83.67578125,25.1328125,23.22580645161239,,23.162499999999994,1.38125,99.0,,,2979093.0,0.29999999999999993,0.0207,0.015000000000000006,18.0,7.0,0.003099999999999999
M1200607344,IONIQ5,2022-07-01 07:36:46,61.0,92.5,31.5,2650,42.79245283018868,25.80000000000109,,-53.69139344262295,723.3836065573771,25.0,77.44057377049181,29.983606557377048,35.04905660377507,,23.61106557377049,1.5422131147540985,99.0,,,2979093.0,0.2999999999999999,0.020700000000000003,0.015000000000000005,18.0,7.0,0.003099999999999999
M1200607350,IONIQ5,2022-07-01 08:16:32,19.5,32.5,13.0,478,97.90794979079499,9.800000000000182,,-125.60408163265306,662.5714285714286,28.0,25.224489795918366,29.040816326530614,73.80753138075451,,23.900000000000002,1.5999999999999999,99.0,,,2979093.0,0.30000000000000004,0.0207,0.015,18.0,7.0,0.0030999999999999995
M2210703845,EV6,2022-07-01 08:33:00,15.5,57.0,41.5,2583,57.839721254355396,33.70000000000073,,-66.2953125,710.2765625,27.0,35.6484375,28.875,46.9686411149836,,24.537499999999998,1.75,97.5,,,2979093.0,0.3,0.0207,0.015,18.0,7.0,0.0030999999999999995
M2210704072,EV6,2022-07-01 08:53:47,33.5,85.5,52.0,1931,96.94458829621958,44.600000000000364,,-111.71492537313432,761.5820895522388,30.0,64.7089552238806,36.25373134328358,83.14862765406593,,25.21940298507462,1.9104477611940298,95.8955223880597,,,2979093.0,0.30000000000000004,0.020699999999999996,0.014999999999999998,18.0,7.0,0.003099999999999999
