car_id,car_type,date_start,start_soc,end_soc,charge_quan,charge_time,charge_speed,charge_power_quan,mileage,current_avg,volt_avg,extern_temp_avg,soc_avg,battery_module1_temp_avg,charge_power_per_hour,accum_mileage,temperature_avg,wind_speed_avg,humidity_avg,rainfall_avg,snowfall_avg,traffic_volume_avg,air_co_avg,air_no2_avg,air_o3_avg,air_pm10_avg,air_pm25_avg,air_so2_avg
M2210703697,NIRO,2021-11-18 07:41:48.000,88.0,96.5,8.5,12107,2.5274634508961755,6.5,,-30.506224066390047,403.34697095435683,3.0,92.47510373443983,9.082157676348547,1.9327661683323696,,9.118091286307052,2.177261410788382,65.55684647302904,,,2642971.0,,,,,,
M1200607152,NIRO,2021-11-18 16:02:10.000,2.5,12.5,10.0,3854,9.34094447327452,6.5,,-17.97738927738928,336.4979020979021,15.0,7.372960372960373,22.223776223776223,6.0716139076284374,,15.079953379953379,2.2102564102564104,73.0,,,2642971.0,,,,,,
M1200606169,NIRO,2021-11-18 16:46:19.000,53.0,96.5,43.5,18894,8.288345506510003,31.899999999999636,,-16.10105616898704,386.9453192510801,16.0,74.322851656265,21.5885741718675,6.078120038107267,,14.212626020163226,2.8796447431589054,78.78204512722036,0.0,,2642971.0,,,,,,
M2210703697,NIRO,2021-11-19 20:59:16.000,70.0,77.0,7.0,10156,2.4812918471839307,5.099999999999966,,-30.5319842053307,384.41233958538993,6.0,73.55676209279368,14.98025666337611,1.8077983458054232,,11.410167818361307,1.4363277393879565,88.56465942744323,,,2959183.0,,,,,,
M2210703697,NIRO,2021-11-20 00:25:40.000,70.5,94.5,24.0,33296,2.5949062950504564,18.0,,-30.620835875533864,393.8882245271507,3.0,82.64048200122025,10.45973154362416,1.9461797212878422,,8.224679682733374,1.356985967053081,92.55369127516778,,,3085270.0,,,,,,
M2210703697,NIRO,2021-11-20 22:03:35.000,16.5,48.5,32.0,41291,2.789954227313458,21.80000000000001,,-31.11061746987952,355.59447791164655,5.0,32.458835341365464,16.29367469879518,1.9006563173572941,,9.011270080321284,1.5669678714859439,78.6242469879518,,,2833876.1536144577,,,,,,
M2210703697,NIRO,2021-11-21 11:33:29.000,45.0,57.0,12.0,14938,2.891953407417325,8.100000000000023,,-30.96208053691275,365.1869127516779,15.0,51.011744966442954,14.730201342281878,1.9520685500066997,,12.304093959731546,1.4158389261744966,63.9986577181208,,,2780476.0,,,,,,
M1200606169,NIRO,2021-11-22 15:33:24.000,59.5,96.0,36.5,17444,7.532675991745012,27.300000000000182,,-17.137656250000003,391.1059895833333,8.0,78.37708333333333,14.144270833333334,5.6340288924558966,,1.9912500000000004,4.556145833333333,56.393229166666664,,,2595995.0,,,,,,
M1200606265,NIRO,2021-11-22 16:30:55.000,26.5,73.5,47.0,54869,3.0837084692631542,32.5,,-31.527418026033942,366.1856813313561,7.0,49.99299719887955,10.549019607843137,2.1323516010862233,,-0.5617070357554785,3.571263799637502,61.13181743285549,,,2554901.932278794,,,,,,
M2210703697,NIRO,2021-11-23 12:13:39.000,27.0,45.0,18.0,20831,3.1107484038212276,12.200000000000045,,-31.62701398938736,356.9150988904969,8.0,35.76193921852388,6.6898215147129765,2.108396140367729,,1.67438494934877,4.162518089725037,53.80125422093584,,,2515128.0,,,,,,
M1200607152,NIRO,2021-11-23 19:18:59.000,16.0,95.5,79.5,32563,8.789116481896631,56.5,,-17.597826086956523,375.83219063545147,3.0,57.17098662207358,12.181438127090301,6.24635322298314,,-1.1658862876254183,2.1090022296544038,69.7329988851728,,,2528375.9565217393,,,,,,
M2210703697,NIRO,2021-11-24 07:58:01.000,42.5,51.5,9.0,10465,3.0960344003822264,6.0,,-31.44066985645933,361.8006698564593,4.0,47.010047846889954,6.243062200956937,2.064022933588151,,0.5179904306220096,1.0535885167464114,58.688995215311,,,2542620.0,,,,,,
M2210703697,NIRO,2021-11-24 16:13:05.000,29.0,36.0,7.0,8675,2.9048991354466858,4.899999999999977,,-31.559190751445083,354.8581502890174,11.0,32.34335260115607,15.040462427745664,2.0334293948126705,,8.40705202312139,2.360924855491329,68.95953757225433,,,2542620.0,,,,,,
M2210703697,NIRO,2021-11-25 07:39:41.000,33.0,67.0,34.0,39931,3.0652876211464775,23.5,,-31.45465057817999,365.8169934640523,3.0,50.11827551533434,10.300150829562595,2.11865467932183,,7.40422322775264,2.8060583207642025,47.917295123177475,,,2606297.0,,,,,,
M1200607152,NIRO,2021-11-25 19:01:31.000,27.5,96.5,69.0,29150,8.521440823327616,49.299999999999955,,-17.59117004680187,379.04499219968807,9.0,63.554602184087365,16.89266770670827,6.088507718696392,,3.423307332293292,1.9756318252730112,48.458346333853356,,,2731826.394071763,,,,,,
M2210703697,NIRO,2021-11-26 07:43:14.000,65.5,95.5,30.0,38215,2.826115399712155,22.600000000000023,,-31.00137493389741,393.66702802749865,1.0,80.90415124272872,9.025118984664198,2.1290069344498255,,4.453437334743521,2.383923849814913,53.101797990481224,0.0,,2934455.0,,,,,,
M2210703697,NIRO,2021-11-27 10:48:31.000,70.0,79.0,9.0,12297,2.6347889729202247,6.5,,-30.72847736625515,385.68913580246914,7.0,74.38847736625515,4.502880658436214,1.902903147109051,,5.95761316872428,1.7192592592592593,42.479835390946505,,,3010449.0,,,,,,
M2210703697,NIRO,2021-11-27 15:07:47.000,73.5,80.5,7.0,9575,2.631853785900783,4.899999999999977,,-30.71358411703239,387.44493207941474,13.0,76.87095088819227,10.631138975966563,1.84229765013054,,8.863845350052248,1.7504702194357362,33.74085684430512,,,3010449.0,,,,,,
M2210703697,NIRO,2021-11-27 20:40:34.000,66.5,95.0,28.5,39822,2.576465270453518,21.0,,-30.547356438148242,392.0077409562358,0.0,80.67530989122186,6.956994687579054,1.8984480940183819,,1.0415380723501138,1.4264862130027827,63.860865165696936,,,2821555.0943587148,,,,,,
M2210703697,NIRO,2021-11-29 07:57:20.000,61.5,89.5,28.0,36139,2.7892304712360607,20.600000000000023,,-31.127669632925475,386.84880422691873,0.0,75.27641824249166,8.939377085650722,2.0520767038379613,,9.353086763070078,1.6729421579532813,54.17602892102336,,,2659834.0,,,,,,
M1200606169,NIRO,2021-11-29 17:31:16.000,12.5,96.5,84.0,34618,8.735339996533595,59.69999999999982,,-16.736610821202966,373.35784125240315,11.0,55.23304037352376,20.14391650645427,6.208330926107786,,8.911425432573468,1.8294424608624005,67.03900027464982,,,2544750.8821752267,,,,,,
M1200607152,NIRO,2021-11-30 19:12:48.000,42.5,84.5,42.0,17227,8.776919951239334,30.0,,-17.025380977404097,377.3412506568576,6.0,63.21807672096689,13.507619548081976,6.269228536599524,,2.3405149763531266,5.240409879138203,68.11928533893852,0.0,,2297362.0,,,,,,
M2210703871,NIRO,2021-12-30 21:17:21.000,70.5,96.0,25.5,12100,7.586776859504131,19.399999999999636,,-19.11463860933211,399.01033851784086,-1.0,86.05397987191216,7.696248856358646,5.771900826446173,,-5.071363220494053,3.8847209515096064,44.989935956084175,0.0,,2621510.383348582,,,,,,
M1200607516,IONIQ5,2021-12-31 19:19:22.000,38.5,96.5,58.0,27675,7.544715447154471,46.69999999999982,,-34.1529284164859,702.2718365871294,-1.0,68.03940708604483,12.717281272595807,6.074796747967456,,-7.782321041214751,2.758387563268257,38.43817787418655,,,2711309.1464208243,,,,,,
M2210703859,IONIQ5,2021-12-31 23:49:24.000,36.5,96.5,60.0,30145,7.165367390943772,48.599999999999994,,-33.60547990700764,704.94217867818,-8.909936856098371,67.53420790435071,0.44220934197067846,5.803947586664455,,-9.444237794752574,1.6237130521421455,47.38890733975423,,,2528369.8684822316,,,,,,
M2210703849,EV6,2021-12-31 23:49:29.000,70.0,96.5,26.5,14446,6.603904194932854,23.799999999999955,,-33.23269230769231,775.7419871794872,-3.0,83.4423076923077,8.0,5.931053578845344,,-9.05224358974359,1.6435897435897435,42.68589743589744,,,2535027.9583333335,,,,,,
M2210704074,EV6,2021-12-31 23:49:42.000,46.0,96.5,50.5,24969,7.281028475309384,43.899999999999864,,-33.84756097560975,758.1949695121951,-6.862174578866769,71.91920731707317,0.0,6.329448516160019,,-9.301524390243902,1.551981707317073,45.81707317073171,,,2529654.7317073173,,,,,,
