car_id,car_type,date_start,start_soc,end_soc,charge_quan,charge_time,charge_speed,charge_power_quan,mileage,current_avg,volt_avg,extern_temp_avg,soc_avg,battery_module1_temp_avg,charge_power_per_hour,accum_mileage,temperature_avg,wind_speed_avg,humidity_avg,rainfall_avg,snowfall_avg,traffic_volume_avg,air_co_avg,air_no2_avg,air_o3_avg,air_pm10_avg,air_pm25_avg,air_so2_avg
M1200607180,Niro,2021-11-11 14:39:34.000,60.5,87.5,27.0,11788,8.24567356633865,20.299999999999955,,-16.454754601226995,389.4618865030675,10.0,74.19478527607362,11.54064417177914,6.199524940617563,,8.137116564417177,4.462193251533742,54.75306748466258,,,2625200.0,,,,,,
M1200607582,Niro,2021-11-11 14:40:27.000,82.0,96.5,14.5,7877,6.626888409292878,11.5,,-17.824426502627194,402.67535563244905,12.0,90.23971549404075,16.0,5.2558080487495245,,8.44936562860438,4.6982698961937714,53.90503652441369,,,2625200.0,,,,,,
M1200607590,Niro,2021-11-11 14:40:34.000,79.5,87.0,7.5,9449,2.8574452322997144,5.899999999999977,,-31.361136581725127,394.81393538756794,8.0,83.2880371041689,11.0,2.247856916075767,,8.31202686853609,4.597739631090734,54.206845079432775,,,2625200.0,,,,,,
M2210703969,Niro,2021-11-11 14:40:38.000,62.0,93.5,31.5,12263,9.24732936475577,23.600000000000023,,-17.304733039940214,392.15611558581753,9.0,77.77953998173213,12.89645437183426,6.928157873277345,,8.08277007390185,4.438329319936892,54.847712364028894,,,2625200.0,,,,,,
M2210703886,Niro,2021-11-11 14:40:39.000,80.0,96.5,16.5,7182,8.270676691729323,12.900000000000091,,-16.866546700942592,399.6229477292202,8.0,88.144558697515,16.0,6.46616541353388,,8.418389031705225,4.659965724078834,53.98886032562125,,,2625200.0,,,,,,
M1200607543,Niro,2021-11-11 14:40:39.000,60.5,72.5,12.0,5217,8.280621046578494,8.600000000000009,,-15.672679814385152,380.8473317865429,10.0,66.57608275328693,12.717130703789637,5.934445083381259,,8.627049497293115,4.800096674400619,54.35750193348801,,,2625200.0,,,,,,
M2210703643,Niro,2021-11-11 14:40:56.000,61.0,81.0,20.0,8350,8.622754491017965,14.600000000000023,,-16.415523073206085,384.4222034307803,10.0,71.1376540227108,19.603648224208747,6.294610778443124,,8.42865426431505,4.687617782072965,53.84621889345252,,,2625200.0,,,,,,
M2210703703,Niro,2021-11-11 14:41:02.000,80.0,88.0,8.0,9195,3.132137030995106,5.8999999999999915,,-31.423185217773863,397.0271007479103,6.0,83.83298504179498,7.876594808622965,2.3099510603588875,,8.334997800263967,4.616322041355038,54.13341399032116,,,2625200.0,,,,,,
M2210703818,Niro,2021-11-11 14:41:06.000,67.5,97.0,29.5,13103,8.105014118904068,22.0,,-15.333818867277868,395.2665067260732,16.0,82.6574415217205,20.489589581012766,6.044417309013203,,7.905492245737298,4.3515808414017645,55.13674920743724,,,2625200.0,,,,,,
M2210703639,Niro,2021-11-11 14:41:11.000,63.0,72.0,9.0,10333,3.1355850188715766,6.799999999999997,,-31.881184159188447,381.00514046039797,7.0,67.48390557939913,10.330862270776434,2.36910868092519,,8.230072181037846,4.536080764728833,54.45093640265314,,,2625200.0,,,,,,
