car_id,car_type,date_start,start_soc,end_soc,charge_quan,charge_time,charge_speed,charge_power_quan,mileage,current_avg,volt_avg,extern_temp_avg,soc_avg,battery_module1_temp_avg,charge_power_per_hour,accum_mileage,temperature_avg,wind_speed_avg,humidity_avg,rainfall_avg,snowfall_avg,traffic_volume_avg,air_co_avg,air_no2_avg,air_o3_avg,air_pm10_avg,air_pm25_avg,air_so2_avg
M2211123162,IONIQ5,2022-03-31 17:12:55,46.0,61.0,15.0,5753,9.386407091952025,9.299999999999955,,-11.057867132867134,542.1548951048951,15.0,53.51486013986014,16.826923076923077,5.819572397010227,,13.541433566433568,3.861013986013986,45.0,,,2462761.0,,,,,,
M2210704026,EV6,2022-03-31 21:18:34,24.0,96.5,72.5,38363,6.803430388655736,61.09999999999991,,-7.696105263157895,740.5066315789473,10.694503171247357,61.926842105263155,15.725263157894737,5.733649610301584,,6.672947368421053,2.0778947368421052,67.94421052631579,,,2755507.5894736843,0.29999999999999993,0.0174,0.032000000000000015,15.0,7.0,0.0030000000000000005
M1200607453,IONIQ5,2022-03-31 22:33:41,20.0,88.0,68.0,31065,7.8802510864316755,54.100000000000364,,-9.005965817478232,698.5192196065785,8.0,55.78248951950984,15.865204772653982,6.269435055528772,,6.436988068365045,1.9651080296678491,68.95614317961947,,,2787253.056755885,0.3,0.0174,0.03200000000000001,15.0,7.0,0.0029999999999999996
M2211122677,EV6,2022-03-31 22:33:54,62.0,96.5,34.5,18426,6.74047541517421,30.699999999999818,,-7.660097323600974,768.4175182481752,11.251219512195123,79.36374695863746,18.240875912408757,5.998046239010059,,7.3508515815085165,1.7666666666666668,64.95620437956204,,,2741944.406326034,0.2999999999999999,0.0174,0.03200000000000001,15.0,7.0,0.003
M2210703764,IONIQ5,2022-03-31 22:50:44,30.5,96.5,66.0,31688,7.49810653875284,52.59999999999991,,-8.49546463685379,696.5717411988583,18.0,64.104662226451,20.73231842689502,5.975763696036344,,6.263368220742151,1.9519188074849352,69.63812242308911,,,2800405.9311766573,0.2999999999999999,0.0174,0.032000000000000015,15.0,7.0,0.003
M2210703654,EV6,2022-03-31 23:02:20,80.0,96.5,16.5,9894,6.003638568829594,14.900000000000546,,-7.23056768558952,780.6877729257642,9.0,88.4825327510917,16.170305676855897,5.421467556094801,,7.7231441048034934,1.4314410480349349,63.22707423580786,,,2717540.9126637555,0.2999999999999999,0.017399999999999995,0.03200000000000001,15.0,7.0,0.0030000000000000005
M2210703715,EV6,2022-03-31 23:48:34,63.0,96.5,33.5,16406,7.35096915762526,29.800000000000182,,-8.33160621761658,770.5751295336787,14.0,80.64896373056995,19.0,6.539071071559225,,6.656476683937823,1.9637305699481868,67.62953367875647,,,2841648.212435233,0.29999999999999993,0.0174,0.03200000000000001,15.0,7.0,0.0029999999999999996
M2211122568,EV6,2022-03-31 23:48:41,46.5,87.5,41.0,19630,7.5191034131431485,34.70000000000027,,-8.510663983903418,747.7953722334004,7.583501006036217,67.90342052313883,15.050301810865191,6.363728986245593,,6.459959758551308,1.9776659959758554,68.49496981891348,,,2832942.0301810866,0.29999999999999993,0.0174,0.03200000000000001,15.0,7.0,0.003
M1200607363,IONIQ5,2022-03-31 23:48:42,71.5,96.5,25.0,11996,7.5025008336112045,21.0,,-8.60827067669173,728.408604845447,7.392140468227424,84.29323308270676,11.263157894736842,6.302100700233411,,7.061487050960736,1.8948203842940687,65.93316624895573,,,2829953.4143692567,0.29999999999999993,0.0174,0.03200000000000001,15.0,7.0,0.0029999999999999996
M2211123108,IONIQ5,2022-03-31 23:48:43,87.5,96.5,9.0,3602,8.995002776235424,6.300000000000182,,-10.606094182825483,591.6628808864266,12.0,92.11080332409972,20.0,6.296501943364979,,7.750692520775623,0.9565096952908589,62.62326869806094,,,2778457.5429362883,0.29999999999999993,0.017400000000000002,0.03200000000000001,15.0,7.0,0.0029999999999999996
