dev_id,coll_dt,b_soc,b_pack_current,b_pack_volt,b_accum_charg_power_quan,b_slow_charg_con_sts,b_fast_charg_con_sts,a_extern_temp_sensor,c_mileage,b_modul_1_temp,b_modul_2_temp,b_modul_3_temp,b_modul_4_temp,car_type
M2210703775,2022-01-13 11:26:07.000,3.0,-33.6,598.0,2808.7,False,True,,,4.0,8.0,4.0,9.0,IONIQ5
M2210703775,2022-01-13 11:26:18.000,3.0,-115.0,631.2,2808.7,False,True,-2.0,,4.0,8.0,4.0,9.0,IONIQ5
M2210703775,2022-01-13 11:26:28.000,3.0,-115.2,634.9,2808.7,False,True,-2.0,,4.0,8.0,4.0,9.0,IONIQ5
M2210703775,2022-01-13 11:26:38.000,3.5,-115.2,637.4,2808.8,False,True,-2.0,,4.0,8.0,4.0,9.0,IONIQ5
M2210703775,2022-01-13 11:26:48.000,3.5,-115.1,639.3,2808.9,False,True,-2.0,,4.0,8.0,4.0,9.0,IONIQ5
M2210703775,2022-01-13 11:26:58.000,3.5,-89.7,640.5,2809.0,False,True,-2.0,,4.0,8.0,4.0,9.0,IONIQ5
M2210703775,2022-01-13 11:27:08.000,4.0,-115.0,640.8,2809.2,False,True,-2.0,,4.0,8.0,4.0,9.0,IONIQ5
M2210703775,2022-01-13 11:27:18.000,4.0,-115.2,641.8,2809.3,False,True,-2.0,,4.0,8.0,4.0,9.0,IONIQ5
M2210703775,2022-01-13 11:27:28.000,4.0,-115.1,642.4,2809.4,False,True,-2.0,,4.0,9.0,5.0,9.0,IONIQ5
M2210703775,2022-01-13 11:27:38.000,4.5,-115.2,643.4,2809.5,False,True,-2.0,,4.0,9.0,5.0,9.0,IONIQ5
M2210703775,2022-01-13 11:27:48.000,4.5,-115.2,643.9,2809.7,False,True,-2.0,,4.0,9.0,5.0,9.0,IONIQ5
M2210703775,2022-01-13 11:27:58.000,5.0,-89.9,644.5,2809.9,False,True,-2.0,,4.0,9.0,5.0,9.0,IONIQ5
M2210703775,2022-01-13 11:28:08.000,5.0,-115.2,645.0,2810.1,False,True,-2.0,,4.0,9.0,5.0,9.0,IONIQ5
M2210703775,2022-01-13 11:28:18.000,5.5,-89.8,645.4,2810.2,False,True,-2.0,,4.0,9.0,5.0,10.0,IONIQ5
M2210703775,2022-01-13 11:28:28.000,5.5,-115.1,645.9,2810.4,False,True,-2.0,,4.0,9.0,5.0,10.0,IONIQ5
M2210703775,2022-01-13 11:28:38.000,6.0,-115.2,646.3,2810.6,False,True,-2.0,,4.0,9.0,5.0,10.0,IONIQ5
M2210703775,2022-01-13 11:28:48.000,6.0,-89.8,646.5,2810.8,False,True,-2.0,,4.0,9.0,5.0,10.0,IONIQ5
M2210703775,2022-01-13 11:28:58.000,6.5,-96.9,648.4,2811.0,False,True,-2.0,,5.0,9.0,5.0,10.0,IONIQ5
M2210703775,2022-01-13 11:29:08.000,6.5,-97.0,649.0,2811.2,False,True,-2.0,,5.0,9.0,5.0,10.0,IONIQ5
M2210703775,2022-01-13 11:29:18.000,7.0,-97.2,649.4,2811.3,False,True,-2.0,,5.0,9.0,5.0,10.0,IONIQ5
M2210703775,2022-01-13 11:29:28.000,7.0,-96.9,649.7,2811.5,False,True,-2.0,,5.0,9.0,5.0,10.0,IONIQ5
M2210703775,2022-01-13 11:29:38.000,7.5,-97.3,650.1,2811.7,False,True,-2.0,,5.0,9.0,5.0,10.0,IONIQ5
M2210703775,2022-01-13 11:29:48.000,7.5,-96.8,650.5,2811.9,False,True,-2.0,,5.0,9.0,5.0,10.0,IONIQ5
M2210703775,2022-01-13 11:29:58.000,8.0,-97.2,651.0,2812.1,False,True,-2.0,,5.0,9.0,5.0,10.0,IONIQ5
M2210703775,2022-01-13 11:30:08.000,8.0,-99.1,651.6,2812.4,False,True,-2.0,,5.0,9.0,5.0,10.0,IONIQ5
M2210703775,2022-01-13 11:30:18.000,8.5,-97.0,651.8,2812.6,False,True,-2.0,,5.0,9.0,5.0,10.0,IONIQ5
M2210703775,2022-01-13 11:30:28.000,8.5,-96.9,652.1,2812.8,False,True,-2.0,,5.0,9.0,5.0,10.0,IONIQ5
M2210703775,2022-01-13 11:30:38.000,9.0,-97.0,652.5,2813.0,False,True,-2.0,,5.0,9.0,6.0,10.0,IONIQ5
M2210703775,2022-01-13 11:30:48.000,9.0,-96.9,652.9,2813.2,False,True,-2.0,,5.0,10.0,6.0,10.0,IONIQ5
M2210703775,2022-01-13 11:30:58.000,9.5,-96.8,653.3,2813.4,False,True,-2.0,,5.0,10.0,6.0,10.0,IONIQ5
M2210703775,2022-01-13 11:31:08.000,10.0,-97.0,653.8,2813.6,False,True,-2.0,,5.0,10.0,6.0,10.0,IONIQ5
