dev_id,coll_dt,b_soc,b_pack_current,b_pack_volt,b_accum_charg_power_quan,b_slow_charg_con_sts,b_fast_charg_con_sts,a_extern_temp_sensor,c_mileage,b_modul_1_temp,b_modul_2_temp,b_modul_3_temp,b_modul_4_temp,car_type
M2210703775,2022-01-10 08:01:16.000,18.5,-97.2,664.9,2693.4,False,True,-5.0,,8.0,12.0,9.0,12.0,IONIQ5
M2210703775,2022-01-10 08:01:26.000,19.0,-96.8,665.0,2693.6,False,True,-5.0,,8.0,12.0,9.0,12.0,IONIQ5
M2210703775,2022-01-10 08:01:36.000,19.0,-97.0,665.2,2693.8,False,True,-5.0,,9.0,12.0,9.0,12.0,IONIQ5
M2210703775,2022-01-10 08:01:46.000,19.5,-96.1,665.3,2694.0,False,True,-5.0,,9.0,12.0,9.0,12.0,IONIQ5
M2210703775,2022-01-10 08:01:56.000,19.5,-96.6,665.6,2694.1,False,True,-5.0,,9.0,12.0,9.0,13.0,IONIQ5
M2210703775,2022-01-10 08:02:06.000,20.0,-96.7,665.9,2694.3,False,True,-5.0,,9.0,12.0,9.0,13.0,IONIQ5
M2210703775,2022-01-10 08:02:16.000,20.0,-96.5,666.0,2694.5,False,True,-5.0,,9.0,12.0,9.0,13.0,IONIQ5
M2210703775,2022-01-10 08:02:26.000,20.5,-96.8,666.3,2694.7,False,True,-5.0,,9.0,12.0,9.0,13.0,IONIQ5
M2210703775,2022-01-10 08:02:36.000,20.5,-96.4,666.3,2694.9,False,True,-5.0,,9.0,12.0,10.0,13.0,IONIQ5
M2210703775,2022-01-10 08:02:46.000,21.0,-96.9,666.4,2695.0,False,True,-5.0,,9.0,12.0,10.0,13.0,IONIQ5
M2210703775,2022-01-10 08:02:56.000,21.0,-96.3,666.3,2695.2,False,True,-5.0,,9.0,13.0,10.0,13.0,IONIQ5
M2210703775,2022-01-10 08:03:06.000,21.5,-96.9,666.5,2695.4,False,True,-5.0,,9.0,13.0,10.0,13.0,IONIQ5
M2210703775,2022-01-10 08:03:16.000,21.5,-128.5,667.5,2695.6,False,True,-5.0,,10.0,13.0,10.0,13.0,IONIQ5
M2210703775,2022-01-10 08:03:26.000,22.0,-128.2,667.7,2695.8,False,True,-5.0,,10.0,13.0,10.0,13.0,IONIQ5
M2210703775,2022-01-10 08:03:36.000,22.0,-102.1,667.9,2696.0,False,True,-5.0,,10.0,13.0,10.0,13.0,IONIQ5
M2210703775,2022-01-10 08:03:46.000,22.5,-128.4,668.3,2696.2,False,True,-5.0,,10.0,13.0,10.0,13.0,IONIQ5
M2210703775,2022-01-10 08:03:56.000,22.5,-128.8,668.4,2696.3,False,True,-5.0,,10.0,13.0,10.0,14.0,IONIQ5
M2210703775,2022-01-10 08:04:06.000,23.0,-102.2,668.5,2696.5,False,True,-5.0,,10.0,13.0,11.0,14.0,IONIQ5
M2210703775,2022-01-10 08:04:16.000,23.0,-128.2,668.5,2696.7,False,True,-5.0,,10.0,13.0,11.0,14.0,IONIQ5
