dev_id,coll_dt,b_soc,b_pack_current,b_pack_volt,b_max_cell_volt,b_min_cell_volt,b_accum_charg_power_quan,b_soh,b_slow_charg_con_sts,b_fast_charg_con_sts,a_extern_temp_sensor,c_mileage,b_modul_1_temp,b_modul_2_temp,b_modul_3_temp,b_modul_4_temp,car_type,weather_station_ID,temperature,wind_speed,humidity,rainfall,snowfall,traffic_volume,air_co,air_no2,air_o3,air_pm10,air_pm25,air_so2
M1200607327,2022-01-13 10:59:46.000,25.0,-89.7,676.2,3.76,3.74,896.5,100.0,False,True,0.0,,2.0,4.0,2.0,4.0,IONIQ5,108,-5.8,4.4,47,,,,,,,,,
M1200607327,2022-01-13 10:59:56.000,25.0,-115.0,676.5,3.76,3.74,896.7,100.0,False,True,0.0,,2.0,4.0,3.0,4.0,IONIQ5,108,-5.8,4.4,47,,,,,,,,,
M1200607327,2022-01-13 11:00:06.000,25.0,-89.8,676.9,3.76,3.74,896.8,100.0,False,True,0.0,,2.0,4.0,3.0,4.0,IONIQ5,108,-5.0,5.6,45,,,,,,,,,
M1200607327,2022-01-13 11:00:16.000,25.5,-115.2,677.1,3.76,3.74,897.0,100.0,False,True,0.0,,2.0,4.0,3.0,4.0,IONIQ5,108,-5.0,5.6,45,,,,,,,,,
M1200607327,2022-01-13 11:00:26.000,25.5,-115.2,677.4,3.76,3.74,897.2,100.0,False,True,0.0,,2.0,4.0,3.0,4.0,IONIQ5,108,-5.0,5.6,45,,,,,,,,,
M1200607327,2022-01-13 11:00:36.000,26.0,-115.1,677.6,3.76,3.74,897.3,100.0,False,True,0.0,,2.0,5.0,3.0,4.0,IONIQ5,108,-5.0,5.6,45,,,,,,,,,
M1200607327,2022-01-13 11:00:46.000,26.0,-115.2,677.7,3.76,3.74,897.5,100.0,False,True,0.0,,3.0,5.0,3.0,4.0,IONIQ5,108,-5.0,5.6,45,,,,,,,,,
M1200607327,2022-01-13 11:00:56.000,26.5,-115.2,677.9,3.76,3.76,897.7,100.0,False,True,0.0,,3.0,5.0,3.0,5.0,IONIQ5,108,-5.0,5.6,45,,,,,,,,,
M1200607327,2022-01-13 11:01:06.000,26.5,-115.1,678.0,3.76,3.76,897.8,100.0,False,True,0.0,,3.0,5.0,3.0,5.0,IONIQ5,108,-5.0,5.6,45,,,,,,,,,
M1200607327,2022-01-13 11:01:16.000,26.5,-115.2,678.0,3.76,3.76,898.0,100.0,False,True,0.0,,3.0,5.0,3.0,5.0,IONIQ5,108,-5.0,5.6,45,,,,,,,,,
M1200607327,2022-01-13 11:01:26.000,27.0,-115.2,678.1,3.76,3.76,898.2,100.0,False,True,0.0,,3.0,5.0,3.0,5.0,IONIQ5,108,-5.0,5.6,45,,,,,,,,,
M1200607327,2022-01-13 11:01:36.000,27.0,-115.2,678.2,3.76,3.76,898.3,100.0,False,True,0.0,,3.0,5.0,3.0,5.0,IONIQ5,108,-5.0,5.6,45,,,,,,,,,
M1200607327,2022-01-13 11:01:46.000,27.5,-115.1,678.2,3.78,3.76,898.5,100.0,False,True,0.0,,3.0,5.0,3.0,5.0,IONIQ5,108,-5.0,5.6,45,,,,,,,,,
M1200607327,2022-01-13 11:01:56.000,28.0,-115.1,678.4,3.78,3.76,898.8,100.0,False,True,0.0,,3.0,5.0,3.0,5.0,IONIQ5,108,-5.0,5.6,45,,,,,,,,,
M1200607327,2022-01-13 11:02:16.000,28.0,-89.7,678.4,3.78,3.76,899.0,100.0,False,True,0.0,,3.0,5.0,3.0,5.0,IONIQ5,108,-5.0,5.6,45,,,,,,,,,
M1200607327,2022-01-13 11:02:27.000,28.5,-115.2,678.4,3.76,3.76,899.2,100.0,False,True,0.0,,3.0,5.0,3.0,5.0,IONIQ5,108,-5.0,5.6,45,,,,,,,,,
M1200607327,2022-01-13 11:02:37.000,28.5,-115.1,678.4,3.78,3.76,899.3,100.0,False,True,0.0,,3.0,5.0,4.0,5.0,IONIQ5,108,-5.0,5.6,45,,,,,,,,,
M1200607327,2022-01-13 11:02:47.000,28.5,-115.2,678.5,3.78,3.76,899.5,100.0,False,True,0.0,,3.0,5.0,4.0,5.0,IONIQ5,108,-5.0,5.6,45,,,,,,,,,
M1200607327,2022-01-13 11:02:57.000,29.0,-115.2,678.5,3.78,3.76,899.7,100.0,False,True,0.0,,4.0,5.0,4.0,5.0,IONIQ5,108,-5.0,5.6,45,,,,,,,,,
M1200607327,2022-01-13 11:03:07.000,29.0,-89.7,678.6,3.78,3.76,899.9,100.0,False,True,0.0,,4.0,6.0,4.0,5.0,IONIQ5,108,-5.0,5.6,45,,,,,,,,,
M1200607327,2022-01-13 11:03:17.000,29.5,-115.2,678.6,3.78,3.76,900.0,100.0,False,True,0.0,,4.0,6.0,4.0,6.0,IONIQ5,108,-5.0,5.6,45,,,,,,,,,
M1200607327,2022-01-13 11:03:27.000,29.5,-115.1,678.6,3.78,3.76,900.2,100.0,False,True,0.0,,4.0,6.0,4.0,6.0,IONIQ5,108,-5.0,5.6,45,,,,,,,,,
M1200607327,2022-01-13 11:03:37.000,30.0,-115.2,678.6,3.78,3.76,900.4,100.0,False,True,0.0,,4.0,6.0,4.0,6.0,IONIQ5,108,-5.0,5.6,45,,,,,,,,,
M1200607327,2022-01-13 11:03:47.000,30.0,-115.2,678.6,3.78,3.76,900.5,100.0,False,True,0.0,,4.0,6.0,4.0,6.0,IONIQ5,108,-5.0,5.6,45,,,,,,,,,
M1200607327,2022-01-13 11:03:57.000,30.0,-89.7,678.7,3.78,3.76,900.7,100.0,False,True,0.0,,4.0,6.0,4.0,6.0,IONIQ5,108,-5.0,5.6,45,,,,,,,,,
M1200607327,2022-01-13 11:04:07.000,30.5,-115.1,678.7,3.78,3.76,900.9,100.0,False,True,0.0,,4.0,6.0,4.0,6.0,IONIQ5,108,-5.0,5.6,45,,,,,,,,,
M1200607327,2022-01-13 11:04:17.000,30.5,-89.7,678.7,3.78,3.76,901.0,100.0,False,True,0.0,,4.0,6.0,4.0,6.0,IONIQ5,108,-5.0,5.6,45,,,,,,,,,
M1200607327,2022-01-13 11:04:27.000,31.0,-115.2,678.8,3.78,3.76,901.2,100.0,False,True,0.0,,4.0,6.0,5.0,6.0,IONIQ5,108,-5.0,5.6,45,,,,,,,,,
M1200607327,2022-01-13 11:04:37.000,31.0,-96.8,680.1,3.78,3.76,901.4,100.0,False,True,0.0,,5.0,6.0,5.0,6.0,IONIQ5,108,-5.0,5.6,45,,,,,,,,,
M1200607327,2022-01-13 11:04:47.000,31.5,-96.9,680.3,3.78,3.76,901.6,100.0,False,True,0.0,,5.0,6.0,5.0,6.0,IONIQ5,108,-5.0,5.6,45,,,,,,,,,
M1200607327,2022-01-13 11:04:57.000,31.5,-96.9,680.5,3.78,3.76,901.7,100.0,False,True,0.0,,5.0,7.0,5.0,7.0,IONIQ5,108,-5.0,5.6,45,,,,,,,,,
M1200607327,2022-01-13 11:05:07.000,32.0,-96.9,680.6,3.78,3.76,901.9,100.0,False,True,0.0,,5.0,7.0,5.0,7.0,IONIQ5,108,-5.0,5.6,45,,,,,,,,,
