dev_id,coll_dt,b_soc,b_pack_current,b_pack_volt,b_max_cell_volt,b_min_cell_volt,b_accum_discharg_power_quan,b_soh,b_charg_lamp_sts_1,b_slow_charg_con_sts,b_fast_charg_con_sts,v_car_speed,v_accel_pedal_depth,a_extern_temp_sensor,c_mileage,b_modul_1_temp,b_modul_2_temp,b_modul_3_temp,b_modul_4_temp,car_type
M2211123120,2022-01-20 07:52:50.000,50.0,1.6,530.9,3.68,3.68,870.4,100.0,False,False,False,0.0,0.0,,3396.0,3.0,6.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 07:52:59.000,50.0,3.3,530.8,3.68,3.68,870.4,100.0,False,False,False,0.0,0.0,,3396.0,3.0,6.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 07:53:08.000,50.0,5.3,530.5,3.68,3.68,870.4,100.0,False,False,False,0.0,0.0,,3396.0,3.0,6.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 07:53:17.000,50.0,7.7,530.2,3.68,3.68,870.4,100.0,False,False,False,0.0,0.0,,3396.0,3.0,6.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 07:53:26.000,50.0,9.2,529.6,3.68,3.66,870.4,100.0,False,False,False,0.0,0.0,,3396.0,3.0,6.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 07:53:35.000,50.0,10.3,528.7,3.66,3.66,870.4,100.0,False,False,False,0.0,0.0,,3396.0,3.0,6.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 07:53:44.000,50.0,10.2,528.6,3.66,3.66,870.4,100.0,False,False,False,0.0,0.0,,3396.0,3.0,6.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 07:53:53.000,50.0,11.3,528.8,3.66,3.66,870.4,100.0,False,False,False,0.0,0.0,,3396.0,3.0,6.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 07:54:02.000,50.0,3.3,529.7,3.68,3.66,870.4,100.0,False,False,False,0.0,0.0,,3396.0,3.0,6.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 07:54:11.000,50.0,3.9,529.7,3.68,3.66,870.4,100.0,False,False,False,0.0,0.0,,3396.0,3.0,6.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 07:54:20.000,50.0,4.2,529.6,3.68,3.66,870.4,100.0,False,False,False,0.0,0.0,,3396.0,3.0,6.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 07:54:29.000,50.0,7.4,529.5,3.66,3.66,870.4,100.0,False,False,False,0.0,0.0,,3396.0,3.0,6.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 07:54:38.000,50.0,11.2,529.0,3.66,3.66,870.5,100.0,False,False,False,0.0,0.0,,3396.0,3.0,6.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 07:54:56.000,50.0,3.4,529.3,3.66,3.66,870.5,100.0,False,False,False,0.0,0.0,,3396.0,3.0,6.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 07:55:05.000,50.0,4.0,529.4,3.66,3.66,870.5,100.0,False,False,False,0.0,0.0,,3396.0,3.0,6.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 07:55:14.000,50.0,4.2,529.4,3.66,3.66,870.5,100.0,False,False,False,0.0,0.0,,3396.0,3.0,6.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 07:55:23.000,50.0,4.2,529.4,3.66,3.66,870.5,100.0,False,False,False,0.0,0.0,,3396.0,3.0,6.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 07:55:32.000,50.0,5.2,529.3,3.66,3.66,870.5,100.0,False,False,False,0.0,0.0,,3396.0,3.0,6.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 07:55:41.000,50.0,5.8,529.1,3.66,3.66,870.5,100.0,False,False,False,0.0,0.0,,3396.0,3.0,5.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 07:55:50.000,50.0,6.9,529.0,3.66,3.66,870.5,100.0,False,False,False,0.0,0.0,,3396.0,3.0,5.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 07:55:59.000,50.0,8.9,528.4,3.66,3.66,870.5,100.0,False,False,False,2.32,0.0,,3396.0,3.0,5.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 07:56:08.000,49.5,-10.8,527.1,3.66,3.64,870.5,100.0,False,False,False,10.08,0.0,,3396.0,3.0,5.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 07:56:17.000,49.5,8.6,527.7,3.66,3.64,870.6,100.0,False,False,False,6.72,0.0,,3396.0,3.0,5.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 07:56:26.000,49.5,9.1,527.6,3.66,3.66,870.6,100.0,False,False,False,4.576,4.154,,3396.0,3.0,5.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 07:56:35.000,49.5,35.5,523.4,3.62,3.62,870.6,100.0,False,False,False,18.064,20.22,,3396.0,3.0,5.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 07:56:44.000,49.5,4.9,528.0,3.66,3.66,870.6,100.0,False,False,False,6.48,1.814,,3396.0,3.0,5.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 07:56:53.000,49.5,38.6,517.6,3.58,3.56,870.7,100.0,False,False,False,45.536,0.0,,3396.0,3.0,5.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 07:57:02.000,49.5,-19.7,531.3,3.68,3.68,870.7,100.0,False,False,False,12.608,0.0,,3396.0,3.0,5.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 07:57:11.000,49.5,8.7,527.0,3.66,3.64,870.7,100.0,False,False,False,0.0,0.0,,3396.0,3.0,5.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 07:57:20.000,49.5,8.8,526.9,3.66,3.64,870.7,100.0,False,False,False,4.576,5.13,,3396.0,3.0,5.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 07:57:29.000,49.5,-7.1,524.9,3.64,3.64,870.7,100.0,False,False,False,22.8,5.28,,3396.0,3.0,5.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 07:57:38.000,49.5,-5.8,524.3,3.64,3.62,870.8,100.0,False,False,False,36.352,3.616,,3396.0,3.0,5.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 07:57:47.000,49.5,29.8,522.3,3.62,3.62,870.8,100.0,False,False,False,35.712,9.284,,3396.0,3.0,5.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 07:57:56.000,49.5,-1.5,523.7,3.64,3.62,870.8,100.0,False,False,False,38.784,13.576,,3396.0,3.0,5.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 07:58:05.000,49.5,-27.8,528.3,3.68,3.66,870.8,100.0,False,False,False,21.52,0.0,,3397.0,3.0,5.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 07:58:14.000,49.5,-35.0,528.4,3.66,3.66,870.9,100.0,False,False,False,27.552,20.42,,3397.0,3.0,5.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 07:58:23.000,49.0,33.5,522.4,3.62,3.62,870.9,100.0,False,False,False,31.312,14.414,,3397.0,3.0,5.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 07:58:32.000,49.0,29.0,523.0,3.62,3.62,870.9,100.0,False,False,False,36.464,13.438,,3397.0,3.0,5.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 07:58:41.000,49.0,-12.9,528.5,3.66,3.66,871.0,100.0,False,False,False,33.984,0.0,,3397.0,3.0,5.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 07:58:50.000,49.0,4.7,525.6,3.64,3.64,871.0,100.0,False,False,False,43.984,10.11,,3397.0,3.0,5.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 07:58:59.000,49.0,11.3,524.9,3.64,3.64,871.0,100.0,False,False,False,49.248,5.968,,3397.0,3.0,5.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 07:59:08.000,49.0,124.5,504.3,3.5,3.48,871.1,100.0,False,False,False,51.68,0.0,,3397.0,3.0,5.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 07:59:17.000,49.0,2.5,526.0,3.64,3.64,871.2,100.0,False,False,False,25.92,21.584,,3397.0,3.0,5.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 07:59:26.000,48.5,29.8,521.1,3.62,3.6,871.2,100.0,False,False,False,23.376,12.6,,3397.0,3.0,5.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 07:59:35.000,48.5,-5.3,522.9,3.62,3.62,871.2,100.0,False,False,False,25.056,15.24,,3398.0,3.0,5.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 07:59:44.000,48.5,48.2,514.4,3.58,3.56,871.3,100.0,False,False,False,52.896,22.222,,3398.0,3.0,5.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 07:59:53.000,48.5,58.3,516.3,3.58,3.56,871.4,100.0,False,False,False,53.072,18.268,,3398.0,3.0,5.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 08:00:02.000,48.5,46.3,514.2,3.56,3.56,871.4,100.0,False,False,False,56.032,21.884,,3398.0,3.0,5.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 08:00:11.000,48.5,-23.4,528.2,3.66,3.66,871.5,100.0,False,False,False,56.368,1.476,,3398.0,3.0,5.0,3.0,6.0,IONIQ5
M2211123120,2022-01-20 08:00:20.000,48.0,33.3,520.6,3.62,3.6,871.5,100.0,False,False,False,59.152,11.086,,3398.0,3.0,5.0,3.0,6.0,IONIQ5
